Run 7372: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7373: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7374: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7375: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7376: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7377: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7378: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7379: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
----------------947/1380----------------

Run 7380: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7381: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7382: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7383: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7384: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7385: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7386: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7387: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7388: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7389: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
----------------956/1390----------------

Run 7390: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7391: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7392: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7393: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7394: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7395: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7396: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7397: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7398: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7399: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
----------------962/1400----------------

Run 7400: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7401: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7402: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7403: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7404: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7405: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7406: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7407: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7408: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7409: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
----------------968/1410----------------

Run 7410: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7411: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7412: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7413: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7414: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7415: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7416: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7417: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7418: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7419: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
----------------977/1420----------------

Run 7420: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7421: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7422: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7423: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7424: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7425: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7426: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7427: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7428: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7429: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
----------------984/1430----------------

Run 7430: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7431: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7432: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7433: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7434: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7435: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7436: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7437: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7438: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7439: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
----------------992/1440----------------

Run 7440: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7441: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7442: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7443: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7444: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7445: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7446: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7447: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7448: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7449: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
----------------998/1450----------------

Run 7450: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7451: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7452: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7453: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7454: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7455: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7456: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7457: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7458: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7459: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
----------------1004/1460----------------

Run 7460: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7461: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7462: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7463: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7464: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7465: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7466: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7467: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7468: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7469: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
----------------1010/1470----------------

Run 7470: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7471: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7472: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7473: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7474: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7475: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7476: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7477: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7478: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7479: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
----------------1017/1480----------------

Run 7480: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7481: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7482: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7483: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7484: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7485: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7486: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7487: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7488: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7489: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
----------------1022/1490----------------

Run 7490: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7491: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7492: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7493: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7494: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7495: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7496: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7497: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7498: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7499: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
----------------1031/1500----------------

Run 7500: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7501: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7502: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7503: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7504: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7505: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7506: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7507: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7508: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7509: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
----------------1037/1510----------------

Run 7510: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7511: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7512: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7513: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7514: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7515: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7516: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7517: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7518: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7519: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
----------------1041/1520----------------

Run 7520: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7521: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7522: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7523: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7524: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7525: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7526: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7527: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7528: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7529: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
----------------1048/1530----------------

Run 7530: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7531: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7532: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7533: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7534: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7535: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7536: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7537: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7538: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7539: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
----------------1056/1540----------------

Run 7540: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7541: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7542: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7543: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7544: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7545: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7546: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7547: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7548: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7549: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
----------------1061/1550----------------

Run 7550: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7551: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7552: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7553: {Accuracy: 0.00, Precision: 1.00, Recall: 1.00}
Run 7554: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7555: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7556: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7557: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7558: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7559: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
----------------1068/1560----------------

Run 7560: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7561: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7562: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7563: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7564: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7565: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7566: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7567: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7568: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7569: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
----------------1074/1570----------------

Run 7570: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7571: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7572: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7573: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7574: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7575: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7576: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7577: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7578: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7579: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
----------------1081/1580----------------

Run 7580: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7581: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7582: {Accuracy: 0.00, Precision: 1.00, Recall: 1.00}
Run 7583: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7584: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7585: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7586: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7587: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7588: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7589: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
----------------1088/1590----------------

Run 7590: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7591: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7592: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7593: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7594: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7595: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7596: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7597: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7598: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7599: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
----------------1095/1600----------------

Run 7600: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7601: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7602: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7603: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7604: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7605: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7606: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7607: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7608: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7609: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
----------------1103/1610----------------

Run 7610: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7611: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7612: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7613: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7614: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7615: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7616: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7617: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7618: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7619: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
----------------1109/1620----------------

Run 7620: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7621: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7622: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7623: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7624: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7625: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7626: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7627: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7628: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7629: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
----------------1116/1630----------------

Run 7630: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7631: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7632: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7633: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7634: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7635: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7636: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7637: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7638: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7639: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
----------------1123/1640----------------

Run 7640: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7641: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7642: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7643: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7644: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7645: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7646: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7647: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7648: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7649: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
----------------1130/1650----------------

Run 7650: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7651: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7652: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7653: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7654: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7655: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7656: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7657: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7658: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7659: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
----------------1138/1660----------------

Run 7660: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7661: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7662: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7663: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7664: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7665: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7666: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7667: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7668: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7669: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
----------------1145/1670----------------

Run 7670: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7671: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7672: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7673: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7674: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7675: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7676: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7677: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7678: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7679: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
----------------1154/1680----------------

Run 7680: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7681: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7682: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7683: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7684: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7685: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7686: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7687: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7688: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7689: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
----------------1159/1690----------------

Run 7690: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7691: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7692: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7693: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7694: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7695: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7696: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7697: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7698: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7699: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
----------------1163/1700----------------

Run 7700: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7701: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7702: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7703: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7704: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7705: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7706: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7707: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7708: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7709: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
----------------1169/1710----------------

Run 7710: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7711: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7712: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7713: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7714: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7715: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7716: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7717: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7718: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7719: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
----------------1174/1720----------------

Run 7720: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7721: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7722: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7723: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7724: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7725: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7726: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7727: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7728: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7729: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
----------------1182/1730----------------
