Run 5929: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
----------------1749/1930----------------

Run 5930: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 5931: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 5932: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 5933: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 5934: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 5935: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 5936: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 5937: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 5938: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 5939: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
----------------1759/1940----------------

Run 5940: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 5941: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 5942: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 5943: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 5944: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 5945: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 5946: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 5947: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 5948: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 5949: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
----------------1769/1950----------------

Run 5950: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 5951: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 5952: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 5953: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 5954: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 5955: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 5956: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 5957: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 5958: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 5959: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
----------------1775/1960----------------

Run 5960: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 5961: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 5962: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 5963: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 5964: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 5965: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 5966: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 5967: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 5968: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 5969: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
----------------1785/1970----------------

Run 5970: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 5971: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 5972: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 5973: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 5974: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 5975: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 5976: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 5977: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 5978: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 5979: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
----------------1795/1980----------------

Run 5980: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 5981: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 5982: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 5983: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 5984: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 5985: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 5986: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 5987: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 5988: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 5989: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
----------------1804/1990----------------

Run 5990: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 5991: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 5992: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 5993: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 5994: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 5995: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 5996: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 5997: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 5998: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 5999: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
----------------1813/2000----------------

----------------1813/2000----------------

Run 6000: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6001: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6002: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6003: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6004: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6005: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6006: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6007: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6008: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6009: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
----------------8/10----------------

Run 6010: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6011: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6012: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6013: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6014: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6015: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6016: {Accuracy: 0.00, Precision: 1.00, Recall: 1.00}
Run 6017: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6018: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6019: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
----------------17/20----------------

Run 6020: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6021: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6022: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6023: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6024: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6025: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6026: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6027: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6028: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6029: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
----------------22/30----------------

Run 6030: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6031: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6032: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6033: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6034: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6035: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6036: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6037: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6038: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6039: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
----------------28/40----------------

Run 6040: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6041: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6042: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6043: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6044: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6045: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6046: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6047: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6048: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6049: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
----------------38/50----------------

Run 6050: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6051: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6052: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6053: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6054: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6055: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6056: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6057: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6058: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6059: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
----------------44/60----------------

Run 6060: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6061: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6062: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6063: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6064: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6065: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6066: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6067: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6068: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6069: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
----------------49/70----------------

Run 6070: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6071: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6072: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6073: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6074: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6075: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6076: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6077: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6078: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6079: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
----------------55/80----------------

Run 6080: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6081: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6082: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6083: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6084: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6085: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6086: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6087: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6088: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6089: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
----------------62/90----------------

Run 6090: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6091: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6092: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6093: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6094: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6095: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6096: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6097: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6098: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6099: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
----------------71/100----------------

Run 6100: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6101: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6102: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6103: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6104: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6105: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6106: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6107: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6108: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6109: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
----------------77/110----------------

Run 6110: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6111: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6112: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6113: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6114: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6115: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6116: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6117: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6118: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6119: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
----------------85/120----------------

Run 6120: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6121: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6122: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6123: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6124: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6125: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6126: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6127: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6128: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6129: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
----------------95/130----------------

Run 6130: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6131: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6132: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6133: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6134: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6135: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6136: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6137: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6138: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6139: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
----------------101/140----------------

Run 6140: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6141: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6142: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6143: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6144: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6145: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6146: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6147: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6148: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6149: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
----------------107/150----------------

Run 6150: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6151: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6152: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6153: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6154: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6155: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6156: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6157: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6158: {Accuracy: 0.00, Precision: 1.00, Recall: 1.00}
Run 6159: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
----------------114/160----------------

Run 6160: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6161: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6162: {Accuracy: 0.00, Precision: 1.00, Recall: 1.00}
Run 6163: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6164: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6165: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6166: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6167: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6168: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6169: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
----------------120/170----------------

Run 6170: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6171: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6172: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6173: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6174: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6175: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6176: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6177: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6178: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6179: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
----------------128/180----------------

Run 6180: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6181: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6182: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6183: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6184: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6185: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6186: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6187: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6188: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6189: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
----------------136/190----------------

Run 6190: {Accuracy: 0.00, Precision: 1.00, Recall: 1.00}
Run 6191: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6192: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6193: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6194: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6195: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6196: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6197: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6198: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6199: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
----------------142/200----------------

Run 6200: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6201: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6202: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6203: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6204: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6205: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6206: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6207: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6208: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6209: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
----------------147/210----------------

Run 6210: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6211: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6212: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6213: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6214: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6215: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6216: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6217: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6218: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6219: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
----------------152/220----------------

Run 6220: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6221: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6222: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6223: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6224: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6225: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6226: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6227: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6228: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6229: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
----------------161/230----------------

Run 6230: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6231: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6232: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6233: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6234: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6235: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6236: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6237: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6238: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6239: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
----------------165/240----------------

Run 6240: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6241: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6242: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6243: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6244: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6245: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6246: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6247: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6248: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6249: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
----------------175/250----------------

Run 6250: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6251: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6252: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6253: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6254: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6255: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6256: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6257: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6258: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6259: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
----------------183/260----------------

Run 6260: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6261: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6262: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6263: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6264: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6265: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6266: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6267: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6268: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6269: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
----------------192/270----------------

Run 6270: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6271: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6272: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6273: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6274: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6275: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6276: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6277: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6278: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6279: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
----------------200/280----------------

Run 6280: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6281: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6282: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6283: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6284: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6285: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6286: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6287: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6288: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6289: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
----------------205/290----------------

Run 6290: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6291: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6292: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6293: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6294: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6295: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 6296: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 6297: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
